"chromosome","gene_name","start","end"
"21","SLX9",44940025,44976973
"21","SMIM11",34375480,34416961
"21","SMIM34",34418715,34423951
"21","SNORA62",38894785,38894867
"21","SNORA70",9907916,32841995
"21","SNORA80A",32377187,32377322
"21","SNORD74B",16284696,16284768
"21","SNRPGP13",38502445,38502621
"21","SNX18P10",8801362,8801880
"21","SNX18P12",9364467,9365225
"21","SNX18P13",13905960,13906488
"21","SNX19P1",13525599,13528579
"21","SOD1",31659666,31668931
"21","SOD1-DT",31653593,31659500
"21","SON",33543038,33577481
"21","SOWAHCP2",9082601,9083101
"21","SPATA20P1",38238227,38238664
"21","SPATC1L",46161148,46184476
"21","SREK1IP1P1",19739709,19740150
"21","SRSF9P1",36295173,36295702
"21","SSR4P1",45070952,45074165
"21","SUMO3",44805617,44818779
"21","SYNJ1",32628759,32728040
"21","TCP10L",32497967,32587373
"21","TEKT4P2",9068325,9129773
"21","TERF1P1",13776086,13777266
"21","TFF1",42362282,42366535
"21","TFF2",42346357,42350997
"21","TFF3",42311667,42315409
"21","THUMPD1P1",28901779,28903697
"21","TIAM1",31118416,31559977
"21","TIAM1-AS1",31559245,31560487
"21","TIMM9P2",39216624,39217506
"21","TMEM50B",33432485,33479974
"21","TMEM97P1",43783123,43783573
"21","TMPRSS15",18269116,18485879
"21","TMPRSS2",41464300,41531116
"21","TMPRSS3",42371887,42396091
"21","TPT1P1",31840341,31840858
"21","TPTE",10521553,10606140
"21","TRAPPC10",44012309,44106552
"21","TRPM2",44350163,44443081
"21","TRPM2-AS",44414588,44425272
"21","TSPEAR",44497893,44711572
"21","TSPEAR-AS1",44506807,44516575
"21","TSPEAR-AS2",44517216,44525952
"21","TTC3",37073226,37203112
"21","TTC3-AS1",37187666,37193926
"21","TUBAP1",23407658,23409128
"21","U1",9646825,9647000
"21","U2AF1",43092956,43107570
"21","U3",29180425,29180639
"21","U6",28743208,28743291
"21","UBASH3A",42403447,42447684
"21","UBE2G2",44768580,44801826
"21","UBE3AP2",31060600,31063168
"21","UMODL1",42062959,42143453
"21","UMODL1-AS1",42102134,42108534
"21","URB1",32311018,32393012
"21","URB1-AS1",32393095,32393980
"21","USF1P1",33334596,33335097
"21","USP16",29024629,29054488
"21","USP25",15729982,15880064
"21","VDAC2P1",16094415,16095372
"21","VN1R7P",10357400,10358620
"21","VN1R8P",13476371,13477263
"21","VPS26C",37223420,37267919
"21","WDR4",42843094,42879568
"21","YBEY",46286342,46297751
"21","YRDCP3",40863994,40864473
"21","Y_RNA",5597390,39344628
"21","ZBTB21",41986831,42010387
"21","ZNF114P1",13839118,13839409
"21","ZNF295-AS1",42009194,42055130
"21","ZNF299P",23090028,23091831
"21","ZNF355P",13095305,13113790
"21","hsa-mir-8069-1",6859171,6859256
"22","5_8S_rRNA",11249809,11249959
"22","A4GALT",42692121,42721298
"22","ABCD1P4",16387694,16390887
"22","ABHD17AP4",20667836,20670984
"22","ABHD17AP5",22114844,22118005
"22","ACO2",41447830,41529273
"22","ACR",50738196,50745339
"22","ACTBP15",41074180,41075239
"22","ACTR3BP6",16486985,16488322
"22","ACTR3BP7",11124337,11125705
"22","ADA2",17178790,17258235
"22","ADM2",50481543,50486440
"22","ADORA2A",24417879,24442357
"22","ADORA2A-AS1",24429206,24495074
"22","ADSL",40346461,40390463
"22","AIFM3",20965108,20981360
"22","ALG12",49900229,49918438
"22","ANKRD54",37830855,37849327
"22","ANKRD62P1",16671090,16679493
"22","ANKRD62P1-PARP4P3",16654066,16675540
"22","ANP32BP2",44651835,44652379
"22","AP1B1",29327680,29388583
"22","AP1B1P1",32121977,32133469
"22","AP1B1P2",32134028,32134133
"22","APOBEC3A",38952741,38963184
"22","APOBEC3B",38982347,38992804
"22","APOBEC3B-AS1",38991559,38998209
"22","APOBEC3C",39014257,39020352
"22","APOBEC3D",39021113,39033277
"22","APOBEC3F",39040604,39055972
"22","APOBEC3G",39077067,39087743
"22","APOBEC3H",39097224,39104067
"22","APOL1",36253071,36267530
"22","APOL2",36226209,36239954
"22","APOL3",36140329,36166177
"22","APOL4",36189124,36204840
"22","APOL5",35717872,35729483
"22","APOL6",35648446,35668404
"22","ARFGAP3",42796502,42858106
"22","ARHGAP42P3",15550904,15553838
"22","ARHGAP8",44752558,44862788
"22","ARL2BPP10",18102457,18103649
"22","ARL5AP4",24686168,24686679
"22","ARSA",50622754,50628173
"22","ARVCF",19969896,20016823
"22","ASCC2",29788609,29838304
"22","ASH2LP1",22420326,22421310
"22","ASH2LP2",22366210,22367770
"22","ASH2LP3",22339573,22341214
"22","ASLP1",23649213,23653334
"22","ASPHD2",26429260,26445015
"22","ATF4",39519695,39522683
"22","ATP5MGL",42639803,42640601
"22","ATP6V1E1",17592136,17628749
"22","ATXN10",45671798,45845307
"22","BAIAP2L2",38084652,38111015
"22","BCL2L13",17628855,17730855
"22","BCR",23179704,23318037
"22","BCRP1",24259929,24263764
"22","BCRP2",21115929,21119758
"22","BCRP3",24632915,24650012
"22","BCRP4",22630065,22636153
"22","BCRP5",20697962,20698934
"22","BCRP6",21290760,21294586
"22","BCRP7",18855621,18858640
"22","BCRP8",23179918,23180172
"22","BID",17734138,17774770
"22","BIK",43110750,43129712
"22","BMP6P1",22185941,22186619
"22","BMS1P20",22303224,22310401
"22","BMS1P22",15805847,15806503
"22","BNIP3P2",15349467,15350043
"22","BPIFC",32413845,32464484
"22","BRD1",49773283,49827873
"22","C1QTNF6",37180166,37199385
"22","C22orf15",23762990,23765863
"22","C22orf23",37943050,37953669
"22","C22orf31",29058672,29061831
"22","C22orf39",19351368,19447711
"22","C22orf42",32149006,32159322
"22","C22orf46P",41688877,41698136
"22","CA15P1",19031564,19034564
"22","CA15P2",18636445,18638405
"22","CABIN1",24011192,24178628
"22","CABP7",29720003,29731833
"22","CABP7-DT",29705256,29719859
"22","CACNA1I",39570753,39689735
"22","CACNG2",36560857,36703752
"22","CACNG2-DT",36703819,36721596
"22","CARD10",37490362,37519542
"22","CASTOR1",30285117,30289622
"22","CBX6",38861422,38872249
"22","CBX7",39120167,39152680
"22","CBY1",38656636,38673854
"22","CCDC116",21632716,21637329
"22","CCDC117",28772674,28789301
"22","CCDC134",41800679,41832164
"22","CCDC157",30356635,30378673
"22","CCDC188",20148416,20151055
"22","CCDC188BP",23392553,23394792
"22","CCDC74BP1",20587496,20592218
"22","CCT8L2",16590751,16592810
"22","CDC42EP1",37560480,37569405
"22","CDC45",19479457,19520612
"22","CDPF1",46244011,46250311
"22","CECR2",17359949,17558151
"22","CECR3",17256859,17266733
"22","CECR7",17044873,17047426
"22","CECR9",17329034,17329232
"22","CELSR1",46360834,46537620
"22","CELSR1P1",18985836,18994501
"22","CENPM",41938737,41947152
"22","CERK",46684410,46738252
"22","CES5AP1",23359603,23377014
"22","CHADL",41229510,41240931
"22","CHCHD10",23765834,23767972
"22","CHEK2",28687743,28742422
"22","CHEK2P4",16503304,16509475
"22","CHKB",50578959,50601455
"22","CHKB-CPT1B",50568869,50582965
"22","CHKB-DT",50583026,50595634
"22","CLCP1",17424388,17424775
"22","CLDN5",19523024,19527545
"22","CLTCL1",19179473,19291719
"22","CNN2P1",30046276,30047193
"22","COMT",19941371,19969975
"22","COX5BP7",39120293,39120566
"22","COX6B1P3",40569286,40569895
"22","CPMER",27676559,27714970
"22","CPSF1P1",32269381,32273110
"22","CPT1B",50568861,50578465
"22","CRELD2",49918167,49927540
"22","CRIP1P4",24712292,24712520
"22","CRKL",20917407,20953747
"22","CRYBA4",26621963,26630669
"22","CRYBB1",26599278,26618027
"22","CRYBB2",25212564,25231870
"22","CRYBB2P1",25448080,25520856
"22","CRYBB3",25199858,25207359
"22","CSDC2",41561010,41577741
"22","CSF2RB",36913628,36940439
"22","CSF2RBP1",36950529,36953723
"22","CSNK1E",38290691,38318084
"22","CYB5R3",42615730,42720870
"22","CYP2D6",42126499,42130865
"22","CYP2D7",42140203,42149455
"22","CYP2D8P",42149886,42155001
"22","CYTH4",37282027,37315341
"22","DDT",23970542,23980525
"22","DDTL",23966888,23972556
"22","DDX17",38483438,38507660
"22","DENND6B",50309030,50327012
"22","DEPDC5",31753867,31908033
"22","DERL3",23834503,23839128
"22","DESI1",41598028,41621043
"22","DGCR11",19046162,19048375
"22","DGCR2",19036282,19122454
"22","DGCR5",18970439,19031242
"22","DGCR6",18906028,18914238
"22","DGCR6L",20314238,20320080
"22","DGCR8",20080221,20111877
"22","DMC1",38518948,38570204
"22","DNAJA1P6",17518676,17519029
"22","DNAJB7",40859549,40862113
"22","DNAL4",38778508,38794198
"22","DRG1",31399604,31530634
"22","DRICH1",23608452,23632321
"22","DUSP18",30652051,30667887
"22","DUXAP8",15784959,15829984
"22","E2F6P1",18833694,18834438
"22","E2F6P2",21141624,21142371
"22","E2F6P3",21268161,21268903
"22","EFCAB6",43528744,43812337
"22","EFCAB6-AS1",43516107,43560063
"22","EFCAB6-DT",43812456,43817394
"22","EIF3D",36510855,36529184
"22","EIF3L",37848868,37889407
"22","EIF4ENIF1",31436977,31496108
"22","EIF4HP2",30902219,30902781
"22","ELFN2",37339583,37427479
"22","EMID1",29205896,29259597
"22","ENTHD1",39743044,39893864
"22","EP300",41092592,41180077
"22","EP300-AS1",41174591,41197508
"22","EPIC1",47630827,48023004
"22","ESS2",19130279,19144684
"22","EWSR1",29268009,29300525
"22","FABP5P11",16595089,16595485
"22","FAM118A",45308968,45341955
"22","FAM136EP",46481329,46481760
"22","FAM227A",38578118,38656629
"22","FAM230A",18422244,18500594
"22","FAM230B",21167758,21192156
"22","FAM230D",18178038,18205915
"22","FAM230E",18733914,18757906
"22","FAM230F",18873543,18894407
"22","FAM230G",20338805,20354372
"22","FAM230H",21300990,21325042
"22","FAM230I",23462086,23486980
"22","FAM230J",18361820,18391105
"22","FAM246A",21360601,21361299
"22","FAM246B",18633984,18634682
"22","FAM246C",19029524,19031242
"22","FAM247A",21203454,21203631
"22","FAM247B",18501794,18512187
"22","FAM32BP",17213516,17214155
"22","FAM83F",39994954,40043534
"22","FBLN1",45502238,45601135
"22","FBXO7",32474676,32498829
"22","FBXW4P1",23262767,23265005
"22","FOXRED2",36487190,36507221
"22","FRG1FP",10939388,10961338
"22","FRG1GP",12602466,12626642
"22","FUNDC2P4",39155525,39155945
"22","GAB4",16961936,17008222
"22","GAL3ST1",30554635,30574665
"22","GALR3",37823382,37825485
"22","GAPDHP37",40673484,40674451
"22","GAS2L1",29306618,29312787
"22","GCAT",37807905,37817176
"22","GGA1",37608725,37633564
"22","GGT1",24594811,24629005
"22","GGT2P",21207973,21225554
"22","GGT3P",18773825,18791223
"22","GGT5",24219654,24245108
"22","GGTLC2",22644614,22647898
"22","GGTLC3",18516344,18518161
"22","GGTLC4P",24248074,24249466
"22","GGTLC5P",18340145,18345899
"22","GNAZ",23070519,23125032
"22","GNB1L",19783223,19854939
"22","GOLGA2P4",42784462,42787100
"22","GP1BB",19723539,19724771
"22","GPM6BP3",16837522,16837666
"22","GRAMD4",46576012,46679790
"22","GRAMD4P2",15749156,15750825
"22","GRAP2",39901084,39973721
"22","GRK3",25564675,25729294
"22","GRK3-AS1",25561117,25564719
"22","GSC2",19146993,19150292
"22","GSTT2",23980058,23983915
"22","GSTT2B",23957414,23961195
"22","GSTT3P",23976872,23991421
"22","GSTT4",23998401,24005453
"22","GTPBP1",38705742,38738299
"22","GTSE1",46296870,46330810
"22","GTSE1-DT",46295143,46296660
"22","GUCD1",24540423,24555935
"22","GUSBP11",23638487,23717356
"22","H1-0",37805229,37807432
"22","H2AZP6",31521199,31521592
"22","HDAC10",50245183,50251405
"22","HDHD5",17137511,17165287
"22","HDHD5-AS1",17159351,17165447
"22","HIC2",21417371,21451463
"22","HIRA",19330698,19447450
"22","HMGB1P10",26560526,26561088
"22","HMGN2P10",41709225,41709489
"22","HMGN2P9",43802544,43802772
"22","HMGXB4",35257452,35295807
"22","HMOX1",35380361,35394214
"22","HORMAD2",30080464,30177075
"22","HORMAD2-AS1",30008742,30080480
"22","HPS4",26443107,26483931
"22","HSCB",28742039,28757515
"22","HSFY1P1",16827474,16829335
"22","IFT27",36758202,36776256
"22","IGKV1OR22-1",16933521,16934003
"22","IGKV1OR22-5",16904219,16904696
"22","IGKV2OR22-3",16921443,16922173
"22","IGKV2OR22-4",16914235,16914981
"22","IGKV3OR22-2",16925952,16926444
"22","IGLC1",22895375,22895834
"22","IGLC2",22900976,22901437
"22","IGLC3",22906342,22906803
"22","IGLC4",22910828,22911075
"22","IGLC5",22915635,22915927
"22","IGLC6",22919535,22919851
"22","IGLC7",22922594,22923034
"22","IGLCOR22-1",32199919,32200234
"22","IGLCOR22-2",32356676,32356988
"22","IGLJ1",22893692,22893818
"22","IGLJ2",22899481,22899655
"22","IGLJ3",22904850,22905025
"22","IGLJ4",22910574,22910606
"22","IGLJ5",22914237,22914308
"22","IGLJ6",22918132,22918201
"22","IGLJ7",22921390,22921435
"22","IGLL1",23573125,23580302
"22","IGLL3P",25318256,25320080
"22","IGLL4P",20632619,20632751
"22","IGLL5",22887780,22896111
"22","IGLV1-36",22431958,22432465
"22","IGLV1-40",22409766,22410282
"22","IGLV1-41",22404207,22404721
"22","IGLV1-44",22380766,22381347
"22","IGLV1-47",22357739,22358260
"22","IGLV1-50",22327300,22327814
"22","IGLV1-51",22322472,22322969
"22","IGLV1-62",22086561,22087110
"22","IGLV10-54",22214794,22215270
"22","IGLV10-67",22043618,22043942
"22","IGLV11-55",22201663,22202161
"22","IGLV2-11",22792491,22793007
"22","IGLV2-14",22758700,22759218
"22","IGLV2-18",22734607,22735089
"22","IGLV2-23",22697789,22698407
"22","IGLV2-28",22664473,22664907
"22","IGLV2-33",22588155,22588688
"22","IGLV2-34",22580014,22580296
"22","IGLV2-5",22856762,22857038
"22","IGLV2-8",22822658,22823289
"22","IGLV3-1",22880706,22881396
"22","IGLV3-10",22811747,22812281
"22","IGLV3-12",22771824,22772582
"22","IGLV3-13",22762294,22762516
"22","IGLV3-15",22755554,22755797
"22","IGLV3-16",22747383,22747921
"22","IGLV3-17",22738944,22739187
"22","IGLV3-19",22720623,22721145
"22","IGLV3-2",22873212,22873440
"22","IGLV3-21",22711689,22713203
"22","IGLV3-22",22704265,22704822
"22","IGLV3-24",22694439,22694952
"22","IGLV3-25",22686726,22687271
"22","IGLV3-26",22673152,22673602
"22","IGLV3-27",22668288,22668806
"22","IGLV3-29",22661299,22661542
"22","IGLV3-30",22618572,22619163
"22","IGLV3-31",22604445,22605165
"22","IGLV3-32",22594528,22595056
"22","IGLV3-4",22858025,22858268
"22","IGLV3-6",22850375,22850624
"22","IGLV3-7",22838602,22838872
"22","IGLV3-9",22819010,22819756
"22","IGLV4-3",22871507,22872035
"22","IGLV4-60",22162199,22162681
"22","IGLV4-69",22030934,22031472
"22","IGLV5-37",22427540,22428035
"22","IGLV5-45",22375986,22376505
"22","IGLV5-48",22352940,22353433
"22","IGLV5-52",22318727,22319226
"22","IGLV6-57",22195799,22196276
"22","IGLV7-35",22450202,22450652
"22","IGLV7-43",22395018,22395489
"22","IGLV7-46",22369614,22370087
"22","IGLV8-61",22098700,22099212
"22","IGLV9-49",22343187,22343732
"22","IGLVI-20",22715290,22715419
"22","IGLVI-38",22425821,22426314
"22","IGLVI-42",22397032,22397524
"22","IGLVI-56",22198560,22199011
"22","IGLVI-63",22079770,22080263
"22","IGLVI-68",22032745,22033194
"22","IGLVI-70",22026076,22026593
"22","IGLVIV-53",22219647,22220133
"22","IGLVIV-59",22179228,22179477
"22","IGLVIV-64",22075366,22075666
"22","IGLVIV-65",22070225,22070707
"22","IGLVIV-66-1",22058433,22058892
"22","IGLVIVOR22-1",25437306,25437823
"22","IGLVIVOR22-2",32376682,32377135
"22","IGLVV-58",22182582,22182885
"22","IGLVV-66",22061077,22061538
"22","IGLVVI-22-1",22700760,22700970
"22","IGLVVI-25-1",22679097,22679345
"22","IGLVVII-41-1",22398849,22398999
"22","IL17RA",17084954,17115693
"22","IL17REL",49991811,50012765
"22","IL2RB",37118666,37175118
"22","INPP5J",31122731,31134697
"22","ISCA2P1",26644889,26645336
"22","ISX",35066136,35087387
"22","JOSD1",38685543,38701556
"22","JTBP1",40798039,40798285
"22","KCNJ4",38426327,38455199
"22","KCNMB3P1",16575363,16582707
"22","KCTD17",37051739,37063390
"22","KDELR3",38468078,38483447
"22","KIAA0930",45192244,45240894
"22","KIAA1671",24952716,25197448
"22","KIAA1671-AS1",25102433,25112692
"22","KLHDC7B",50545899,50551023
"22","KLHDC7B-DT",50542305,50542906
"22","KLHL22",20441519,20495844
"22","KREMEN1",29073035,29168333
"22","KRT18P23",44566965,44568247
"22","KRT18P5",20482815,20484105
"22","KRT18P62",19257520,19258806
"22","L3MBTL2",41205282,41231271
"22","L3MBTL2-AS1",41207592,41228500
"22","LARGE-AS1",33725007,33750843
"22","LARGE-IT1",33723832,33724912
"22","LARGE1",33162226,33922841
"22","LARGE1-AS1",33922422,33922766
"22","LGALS1",37675636,37679802
"22","LGALS2",37570248,37582616
"22","LHFPL7",24935098,24946695
"22","LIF",30240453,30246759
"22","LIF-AS1",30239194,30240538
"22","LIF-AS2",30246205,30246998
"22","LIMK2",31212239,31280080
"22","LINC00207",44569295,44572453
"22","LINC00229",44606939,44625419
"22","LINC00528",17777322,17779481
"22","LINC00895",19565203,19566839
"22","LINC00896",20206380,20208524
"22","LINC00898",47612231,47631569
"22","LINC00899",46039907,46044853
"22","LINC01310",48866770,48898386
"22","LINC01311",19171395,19172851
"22","LINC01315",42364387,42369290
"22","LINC01399",35119824,35231056
"22","LINC01422",26858634,26968763
"22","LINC01521",31346777,31348719
"22","LINC01589",45604432,45620858
"22","LINC01634",18029385,18037970
"22","LINC01637",20957092,20964682
"22","LINC01638",27221349,27225134
"22","LINC01639",43400331,43409681
"22","LINC01640",33104330,33145861
"22","LINC01643",34017422,34218796
"22","LINC01644",47461299,47487126
"22","LINC01651",21354563,21358067
"22","LINC01656",44443327,44444788
"22","LINC01659",23433518,23435071
"22","LINC01664",17121530,17132105
"22","LINC01665",16746628,16748645
"22","LINC02554",27307777,27318501
"22","LINC02556",23326616,23328493
"22","LINC02557",23512494,23513602
"22","LINC02558",31970823,32037995
"22","LINC02559",26161834,26164303
"22","LINC02885",34756676,35002862
"22","LINC02891",20198729,20204918
"22","LINC02925",46541495,46548196
"22","LINC02939",46067356,46069891
"22","LL22NC01-81G9.3",36965248,36968172
"22","LL22NC03-63E9.3",22559343,22566602
"22","LMF2",50502949,50507702
"22","LRP5L",25351612,25405274
"22","LRRC37A14P",41189727,41190188
"22","LRRC74B",21045946,21064168
"22","LRRC75B",24585620,24593208
"22","LZTR1",20982269,20999032
"22","MAFF",38200767,38216507
"22","MAPK1",21759657,21867680
"22","MAPK11",50263713,50270767
"22","MAPK12",50245450,50261716
"22","MAPK8IP2",50600793,50613981
"22","MB",35606764,35637951
"22","MCAT",43132209,43143398
"22","MCHR1",40679273,40682812
"22","MCM5",35400134,35425431
"22","MED15",20495913,20587632
"22","MED15P7",15635180,15644330
"22","MEI1",41699503,41799456
"22","MFNG",37469063,37486393
"22","MGAT3",39457012,39492194
"22","MGAT3-AS1",39475807,39476822
"22","MIAT",26646411,26676475
"22","MIATNB",26672747,26780893
"22","MICAL3",17787649,18024561
"22","MICALL1",37905657,37942822
"22","MIEF1",39499432,39518132
"22","MIF",23894383,23895227
"22","MIF-AS1",23894426,23898930
"22","MIOX",50486784,50490648
"22","MIR1249",45200954,45201019
"22","MIR1281",41092513,41092566
"22","MIR1286",20249134,20249211
"22","MIR1306",20086058,20086142
"22","MIR130B",21653304,21653385
"22","MIR185",20033139,20033220
"22","MIR301B",21652981,21653058
"22","MIR3198-1",17764180,17764259
"22","MIR3199-1",27920525,27920612
"22","MIR3199-2",27920526,27920611
"22","MIR3200",30731557,30731641
"22","MIR3201",48274364,48274415
"22","MIR33A",41900944,41901012
"22","MIR3618",20085746,20085833
"22","MIR3619",46091044,46091126
"22","MIR3667",49543393,49543466
"22","MIR3667HG",49414524,49657542
"22","MIR378I",41923222,41923297
"22","MIR3909",35335640,35335758
"22","MIR3928",31160062,31160119
"22","MIR4534",37988794,37988853
"22","MIR4535",48780295,48780353
"22","MIR4761",19963753,19963834
"22","MIR4762",45760524,45760598
"22","MIR4763",46113566,46113657
"22","MIR4764",33436582,33436669
"22","MIR4766",40813883,40813958
"22","MIR548J",26555212,26555323
"22","MIR5571",22886267,22886379
"22","MIR5739",28459869,28459948
"22","MIR6069",35336721,35336799
"22","MIR648",17980868,17980961
"22","MIR649",21034176,21034272
"22","MIR650",22822776,22822871
"22","MIR658",37844272,37844371
"22","MIR659",37847678,37847774
"22","MIR6816",20114686,20114751
"22","MIR6817",25455646,25455711
"22","MIR6818",30007049,30007113
"22","MIR6819",36286847,36286907
"22","MIR6820",37967563,37967624
"22","MIR6821",49962866,49962939
"22","MIR6889",41252992,41253050
"22","MIR7109",31621467,31621531
"22","MIRLET7A3",46112749,46112822
"22","MIRLET7B",46113686,46113768
"22","MIRLET7BHG",46053869,46113928
"22","MIURF",39504231,39504443
"22","MLC1",50059391,50085426
"22","MMP11",23768226,23784316
"22","MN1",27748277,27801756
"22","MORC2",30925130,30968774
"22","MORC2-AS1",30922308,30932449
"22","MOV10L1",50090006,50161690
"22","MPPED1",43411196,43507848
"22","MPST",37019635,37029821
"22","MRPL40",19432545,19436075
"22","MRPS16P3",35703803,35704176
"22","MRPS18CP6",44483495,44483717
"22","MRTFA",40410281,40636719
"22","MRTFA-AS1",40521800,40526707
"22","MTATP6P20",36174261,36174822
"22","MTCO1P20",36172422,36172779
"22","MTCO2P20",36172934,36173948
"22","MTCO3P20",36175167,36175854
"22","MTCYBP34",36175857,36176526
"22","MTFP1",30425623,30429054
"22","MTFR2P2",39750127,39751293
"22","MTMR3",29883169,30030868
"22","MTND1P10",36178554,36179385
"22","MTND1P17",16876218,16876421
"22","MYH9",36281280,36388010
"22","MYH9-DT",36388626,36396517
"22","MYO18B",25742144,26031045
"22","MYO18B-AS1",25876854,25903247
"22","Metazoa_SRP",18524620,49846720
"22","NAGA",42058334,42070842
"22","NBEAP3",15852990,15893942
"22","NCAPH2",50508224,50524780
"22","NCF4",36860988,36878017
"22","NCF4-AS1",36847372,36870441
"22","NDUFA6",42085526,42090884
"22","NDUFA6-DT",42090931,42137742
"22","NDUFA9P1",35897270,35898404
"22","NEFH",29480218,29491390
"22","NEK2P2",15611759,15613096
"22","NF1P6",15622601,15632051
"22","NF2",29603556,29698598
"22","NFAM1",42380407,42432403
"22","NHIP",49047484,49052549
"22","NIPSNAP1",29554808,29581327
"22","NOL12",37681673,37693476
"22","NPTXR",38818452,38844028
"22","NUP50",45163925,45188017
"22","NUP50-DT",45133020,45163811
"22","ODF3B",50529710,50532506
"22","OGFRP1",42269703,42279534
"22","OLA1P1",42107765,42108953
"22","OR11H1",15528192,15529139
"22","OSBP2",30693782,30907824
"22","OSM",30262829,30266851
"22","P2RX6",21009808,21028013
"22","P2RX6P",21042343,21045017
"22","PABPC1P9",16423943,16426031
"22","PACSIN2",42835412,43015149
"22","PANX2",50170731,50180295
"22","PARP4P3",16653892,16659628
"22","PARVB",43999211,44172939
"22","PARVG",44172956,44219533
"22","PATZ1",31325804,31346346
"22","PCAT14",23536881,23547797
"22","PDGFB",39223359,39244982
"22","PDXP",37658723,37666932
"22","PDXP-DT",37641832,37658377
"22","PES1",30576625,30607083
"22","PEX26",18077923,18105396
"22","PHETA2",42074248,42079438
"22","PHF21B",44881162,45010005
"22","PHF5A",41459717,41468692
"22","PI4KA",20707691,20859417
"22","PI4KAP1",18533646,18577968
"22","PI4KAP2",21473000,21517533
"22","PICK1",38056311,38075701
"22","PIK3IP1",31281594,31292534
"22","PIK3IP1-DT",31292499,31338021
"22","PIM3",49960768,49964072
"22","PISD",31618491,31662221
"22","PITPNB",27851669,27920134
"22","PIWIL3",24719034,24774720
"22","PKDREJ",46255663,46263343
"22","PLA2G3",31134807,31140508
"22","PLA2G6",38111495,38214778
"22","PLXNB2",50274979,50307646
"22","PMM1",41576900,41589871
"22","PNPLA3",43923792,43964488
"22","PNPLA5",43879678,43892013
"22","POLDIP3",42583721,42614962
"22","POLR2F",37952607,38041915
"22","POLR3H",41525799,41544606
"22","POM121L10P",24657481,24658765
"22","POM121L15P",18846811,18861049
"22","POM121L1P",22642251,22644085
"22","POM121L4P",20689929,20698938
"22","POM121L7P",21125660,21128063
"22","POM121L8P",21282881,21284161
"22","POM121L9P",24251828,24265525
"22","POTEH",15690026,15721631
"22","POTEH-AS1",15699361,15703403
"22","PPARA",46150521,46243755
"22","PPIL2",21666000,21700015
"22","PPM1F",21919425,21952848
"22","PPM1F-AS1",21938269,21977632
"22","PPP1R26P2",18650023,18653617
"22","PPP1R26P3",18400407,18404206
"22","PPP1R26P4",18715815,18719341
"22","PPP1R26P5",21341595,21345258
"22","PPP6R2",50343304,50445090
"22","PRAME",22547701,22559361
"22","PRAMENP",21991099,22043934
"22","PRDX3P1",38722743,38723505
"22","PRODH",18912777,18936553
"22","PRODHLP",20299760,20313216
"22","PRR14L",31676256,31750140
"22","PRR34",46049478,46054144
"22","PRR34-AS1",46053705,46057210
"22","PRR5",44668547,44737681
"22","PRR5-ARHGAP8",44702233,44862706
"22","PSLNR",15746630,15778297
"22","PVALB",36800684,36819479
"22","RAB36",23145366,23165663
"22","RABL2B",50767501,50783667
"22","RAC2",37225270,37259594
"22","RANBP1",20115938,20127355
"22","RANGAP1",41244779,41286187
"22","RASD2",35540831,35553999
"22","RASL10A",29312933,29319679
"22","RBFOX2",35738736,36028824
"22","RBX1",40951347,40973309
"22","RFKP4",40788777,40789267
"22","RFPL1",29438583,29442455
"22","RFPL1S",29436534,29478868
"22","RFPL2",32190435,32205073
"22","RFPL3",32354885,32361161
"22","RFPL3S",32359886,32382106
"22","RFPL4AP6",29432944,29435005
"22","RGL4",23688136,23699176
"22","RHBDD3",29259872,29268209
"22","RHEBP3",18019214,18020200
"22","RIBC2",45413693,45432509
"22","RIMBP3",18605815,18611919
"22","RIMBP3B",21383751,21389478
"22","RIMBP3C",21545666,21551461
"22","RN7SKP131",18605802,18606102
"22","RN7SKP169",25963983,25964273
"22","RN7SKP210",39874255,39874515
"22","RN7SKP214",37055033,37055347
"22","RN7SKP221",21545344,21545644
"22","RN7SKP252",49738677,49739003
"22","RN7SKP63",21389191,21389491
"22","RN7SKP80",42565048,42565330
"22","RN7SL162P",28642979,28643270
"22","RN7SL168P",19365766,19366044
"22","RN7SL20P",31757202,31757498
"22","RN7SL263P",23261782,23262071
"22","RN7SL268P",23879493,23879790
"22","RN7SL280P",21722895,21723182
"22","RN7SL305P",31981147,31981427
"22","RN7SL385P",37669464,37669739
"22","RN7SL633P",31059989,31060285
"22","RN7SL704P",38231720,38231993
"22","RN7SL757P",28056153,28056453
"22","RN7SL812P",20481935,20482213
"22","RN7SL843P",17352881,17353177
"22","RNA5SP493",21792434,21792524
"22","RNA5SP494",25715041,25715169
"22","RNA5SP495",26390667,26390776
"22","RNA5SP496",31305404,31305512
"22","RNA5SP497",32635102,32635198
"22","RNF185",31160182,31207019
"22","RNF185-AS1",31205264,31205616
"22","RNF215",30368811,30421771
"22","RNU12",42615244,42615393
"22","RNU6-1066P",27035887,27035991
"22","RNU6-1128P",31222745,31222853
"22","RNU6-1161P",45624531,45624632
"22","RNU6-1219P",29191697,29191808
"22","RNU6-201P",31837238,31837298
"22","RNU6-225P",20416797,20416899
"22","RNU6-28P",31479383,31479489
"22","RNU6-331P",29899587,29899693
"22","RNU6-338P",31388733,31388837
"22","RNU6-375P",41168217,41168316
"22","RNU6-379P",40917743,40917846
"22","RNU6-409P",50691260,50691363
"22","RNU6-476P",41679711,41679817
